record_id,date_time,city_zone,station_type,vehicles_charged,avg_charging_duration_minutes,energy_dispensed_kwh,grid_load_mw,renewable_energy_used_percent,peak_load_risk,hour,day_name,month,date,is_weekend,energy_per_vehicle,veh_z,energy_z,demand_score
397,2024-01-17 12:00:00,West,Fast,8,90.2,257.12,352.45,28.2,Low,12,Wednesday,January,2024-01-17,0,32.14,-0.6469665321964914,0.7909742332497116,-0.07179022601801016
398,2024-01-17 13:00:00,Central,Normal,2,53.4,259.41,130.38,50.4,Medium,13,Wednesday,January,2024-01-17,0,129.705,-1.512060271523223,0.8141096222232036,-0.5815923140246523
399,2024-01-17 14:00:00,Central,Fast,10,38.5,207.85,391.89,49.8,Low,14,Wednesday,January,2024-01-17,0,20.785,-0.35860195242091414,0.2932097726715721,-0.09787726238391964
400,2024-01-17 15:00:00,East,Fast,3,97.8,338.69,348.39,44.2,Medium,15,Wednesday,January,2024-01-17,0,112.89666666666666,-1.3678779816354343,1.6150588090434772,-0.1747032653638696
401,2024-01-17 16:00:00,South,Fast,20,91.9,90.13,297.23,41.8,High,16,Wednesday,January,2024-01-17,0,4.5065,1.0832209464569718,-0.8960906596251312,0.29149630402413057
402,2024-01-17 17:00:00,East,Normal,3,68.2,173.15,86.09,51.7,Medium,17,Wednesday,January,2024-01-17,0,57.71666666666667,-1.3678779816354343,-0.05735703841146895,-0.843669604345848
403,2024-01-17 18:00:00,East,Fast,10,114.1,68.57,345.79,73.2,Medium,18,Wednesday,January,2024-01-17,0,6.856999999999999,-0.35860195242091414,-1.1139068108340755,-0.6607238957861787
404,2024-01-17 19:00:00,North,Normal,8,41.7,245.5,419.51,79.5,Low,19,Wednesday,January,2024-01-17,0,30.6875,-0.6469665321964914,0.6735798140916442,-0.11874799368123712
405,2024-01-17 20:00:00,East,Normal,7,90.4,349.84,119.7,13.5,Low,20,Wednesday,January,2024-01-17,0,49.97714285714285,-0.79114882208428,1.727704916927509,0.21639267352043567
406,2024-01-17 21:00:00,South,Normal,22,30.9,261.04,409.52,56.7,Low,21,Wednesday,January,2024-01-17,0,11.865454545454547,1.371585526232549,0.8305771698331562,1.1551821836727918
407,2024-01-17 22:00:00,North,Supercharger,8,59.8,98.4,59.68,58.6,Medium,22,Wednesday,January,2024-01-17,0,12.3,-0.6469665321964914,-0.8125405867819971,-0.7131961540306937
408,2024-01-17 23:00:00,North,Normal,12,21.8,317.08,449.47,82.8,Medium,23,Wednesday,January,2024-01-17,0,26.423333333333332,-0.07023737264533694,1.396737518337295,0.5165525837477158
409,2024-01-18 00:00:00,Central,Supercharger,18,32.3,23.55,194.71,30.2,Medium,0,Thursday,January,2024-01-18,0,1.3083333333333333,0.7948563666813946,-1.5687344141470008,-0.15057994564996358
410,2024-01-18 01:00:00,West,Fast,5,81.6,265.34,313.61,74.4,Medium,1,Thursday,January,2024-01-18,0,53.068,-1.0795134018598571,0.8740191665956075,-0.29810037447767124
411,2024-01-18 02:00:00,North,Fast,17,104.5,194.4,227.23,39.6,Low,2,Thursday,January,2024-01-18,0,11.435294117647059,0.650674076793606,0.15732724791460093,0.453335345242004
412,2024-01-18 03:00:00,Central,Normal,15,51.8,35.2,348.52,19.2,High,3,Thursday,January,2024-01-18,0,2.3466666666666667,0.36230949701802884,-1.4510369112905908,-0.363029066305419
413,2024-01-18 04:00:00,Central,Supercharger,4,110.3,34.44,62.73,42.4,Low,4,Thursday,January,2024-01-18,0,8.61,-1.2236956917476458,-1.4587150316486057,-1.3177034277080297
414,2024-01-18 05:00:00,Central,Fast,15,64.8,63.89,343.06,72.2,Medium,5,Thursday,January,2024-01-18,0,4.259333333333333,0.36230949701802884,-1.1611878677755347,-0.24708944889939663
415,2024-01-18 06:00:00,North,Normal,11,58.7,301.32,364.23,46.8,High,6,Thursday,January,2024-01-18,0,27.39272727272727,-0.21441966253312553,1.2375175488079369,0.36635522200329945
416,2024-01-18 07:00:00,North,Supercharger,3,85.1,34.49,231.3,29.0,Low,7,Thursday,January,2024-01-18,0,11.496666666666668,-1.3678779816354343,-1.4582098921513678,-1.4040107458418076
417,2024-01-18 08:00:00,East,Fast,15,116.6,149.29,218.35,73.5,Low,8,Thursday,January,2024-01-18,0,9.952666666666666,0.36230949701802884,-0.29840960649335274,0.09802185561347619
418,2024-01-18 09:00:00,West,Supercharger,19,91.6,179.55,212.08,56.1,High,9,Thursday,January,2024-01-18,0,9.450000000000001,0.9390386565691832,0.007300817234970981,0.5663435208354982
419,2024-01-18 10:00:00,North,Fast,12,87.3,116.49,440.97,56.9,Medium,10,Thursday,January,2024-01-18,0,9.7075,-0.07023737264533694,-0.6297811166813571,-0.29405487025974497
420,2024-01-18 11:00:00,Central,Supercharger,19,101.5,13.46,384.66,36.6,Medium,11,Thursday,January,2024-01-18,0,0.708421052631579,0.9390386565691832,-1.6706715646895913,-0.10484543193432672
421,2024-01-18 12:00:00,West,Supercharger,12,43.4,34.51,159.38,50.7,High,12,Thursday,January,2024-01-18,0,2.875833333333333,-0.07023737264533694,-1.4580078363524727,-0.6253455581281913
422,2024-01-18 13:00:00,East,Fast,17,75.6,270.97,484.02,27.2,Medium,13,Thursday,January,2024-01-18,0,15.939411764705884,0.650674076793606,0.9308978739845857,0.7627635956699979
423,2024-01-18 14:00:00,Central,Fast,8,46.6,18.35,225.63,21.5,High,14,Thursday,January,2024-01-18,0,2.29375,-0.6469665321964914,-1.6212689218597334,-1.0366874880617882
424,2024-01-18 15:00:00,South,Normal,20,71.3,329.81,110.26,34.6,High,15,Thursday,January,2024-01-18,0,16.4905,1.0832209464569718,1.525346034334042,1.2600709816077997
425,2024-01-18 16:00:00,South,Fast,19,51.7,282.12,110.68,41.4,Medium,16,Thursday,January,2024-01-18,0,14.84842105263158,0.9390386565691832,1.0435439818686174,0.9808407866889568
426,2024-01-18 17:00:00,Central,Fast,9,70.4,67.83,186.99,68.4,High,17,Thursday,January,2024-01-18,0,7.536666666666666,-0.5027842423087028,-1.1213828753931951,-0.7502236955424997
427,2024-01-18 18:00:00,South,Supercharger,5,54.2,71.63,113.42,31.5,Low,18,Thursday,January,2024-01-18,0,14.325999999999999,-1.0795134018598571,-1.0829922736031214,-1.0809049505571628
428,2024-01-18 19:00:00,South,Fast,10,64.6,192.27,463.23,18.9,Low,19,Thursday,January,2024-01-18,0,19.227,-0.35860195242091414,0.1358083053322702,-0.1608378493196404
429,2024-01-18 20:00:00,East,Fast,21,95.0,56.02,163.08,9.4,Low,20,Thursday,January,2024-01-18,0,2.6676190476190476,1.2274032363447605,-1.2406968246407661,0.2401632119505498
430,2024-01-18 21:00:00,West,Fast,2,96.3,214.63,195.91,53.8,Low,21,Thursday,January,2024-01-18,0,107.315,-1.512060271523223,0.36170668849701937,-0.762553487515126
431,2024-01-18 22:00:00,North,Fast,15,85.7,55.6,326.07,40.6,Medium,22,Thursday,January,2024-01-18,0,3.7066666666666666,0.36230949701802884,-1.2449399964175638,-0.28059030035620824
432,2024-01-18 23:00:00,South,Fast,9,65.5,338.8,159.67,14.5,Medium,23,Thursday,January,2024-01-18,0,37.644444444444446,-0.5027842423087028,1.6161701159374005,0.3447975009897386
433,2024-01-19 00:00:00,Central,Supercharger,17,64.8,282.38,151.64,77.6,Low,0,Friday,January,2024-01-19,0,16.610588235294117,0.650674076793606,1.0461707072542539,0.8088727289778652
434,2024-01-19 01:00:00,North,Fast,12,28.6,46.83,80.2,37.1,High,1,Friday,January,2024-01-19,0,3.9025,-0.07023737264533694,-1.3335414642330758,-0.5755590092804326
435,2024-01-19 02:00:00,East,Normal,18,68.1,83.98,304.91,84.7,Low,2,Friday,January,2024-01-19,0,4.665555555555556,0.7948563666813946,-0.958222817785382,0.09362469289468395
436,2024-01-19 03:00:00,East,Normal,13,75.2,199.52,119.88,54.0,Low,3,Friday,January,2024-01-19,0,15.34769230769231,0.07394491724245165,0.20905353243175287,0.12798836331817215
437,2024-01-19 04:00:00,West,Normal,6,66.4,91.2,498.33,17.0,Low,4,Friday,January,2024-01-19,0,15.200000000000001,-0.9353311119720685,-0.885280674384242,-0.9153109369369379
438,2024-01-19 05:00:00,South,Fast,17,74.0,161.12,442.49,19.2,Low,5,Friday,January,2024-01-19,0,9.47764705882353,0.650674076793606,-0.1788936014468864,0.318847005497409
439,2024-01-19 06:00:00,North,Fast,9,86.0,319.05,284.88,39.7,Medium,6,Friday,January,2024-01-19,0,35.45,-0.5027842423087028,1.416640014528465,0.26498546042616433
440,2024-01-19 07:00:00,North,Normal,15,95.4,285.44,431.3,64.2,Low,7,Friday,January,2024-01-19,0,19.029333333333334,0.36230949701802884,1.077085244485208,0.6482197960049005
441,2024-01-19 08:00:00,Central,Fast,17,34.3,83.77,291.82,79.5,High,8,Friday,January,2024-01-19,0,4.9276470588235295,0.650674076793606,-0.9603444036737808,0.006266684606651252
442,2024-01-19 09:00:00,North,Supercharger,17,48.9,114.63,172.25,73.5,Low,9,Friday,January,2024-01-19,0,6.7429411764705875,0.650674076793606,-0.6485723059786036,0.13097552368472215
443,2024-01-19 10:00:00,East,Fast,1,114.4,303.38,273.54,41.5,Low,10,Friday,January,2024-01-19,0,303.38,-1.6562425614110114,1.2583292960941348,-0.49041381840895293
444,2024-01-19 11:00:00,South,Fast,12,16.1,187.74,492.86,28.2,Low,11,Friday,January,2024-01-19,0,15.645000000000001,-0.07023737264533694,0.09004266688252448,-0.006125356834192373
445,2024-01-19 12:00:00,South,Fast,10,94.8,197.01,241.5,52.7,High,12,Friday,January,2024-01-19,0,19.701,-0.35860195242091414,0.18369552967041455,-0.14168295958438265
446,2024-01-19 13:00:00,East,Supercharger,1,59.7,205.46,229.19,32.2,Low,13,Friday,January,2024-01-19,0,205.46,-1.6562425614110114,0.26906410470360487,-0.8861198949651649
447,2024-01-19 14:00:00,East,Normal,20,74.4,269.5,78.38,62.1,Medium,14,Friday,January,2024-01-19,0,13.475,1.0832209464569718,0.9160467727657937,1.0163512769805005
448,2024-01-19 15:00:00,North,Fast,3,61.1,26.52,353.95,50.0,Low,15,Friday,January,2024-01-19,0,8.84,-1.3678779816354343,-1.5387291280110749,-1.4362184401856903
449,2024-01-19 16:00:00,Central,Fast,21,92.9,87.91,488.31,32.6,Low,16,Friday,January,2024-01-19,0,4.186190476190476,1.2274032363447605,-0.9185188533024901,0.3690344004858602
450,2024-01-19 17:00:00,South,Normal,8,64.7,60.73,324.7,29.5,Low,17,Friday,January,2024-01-19,0,7.59125,-0.6469665321964914,-1.1931126840009645,-0.8654249929182807
451,2024-01-19 18:00:00,East,Fast,9,100.7,230.84,411.91,63.1,High,18,Friday,January,2024-01-19,0,25.64888888888889,-0.5027842423087028,0.5254729135015179,-0.09148137998461447
452,2024-01-19 19:00:00,East,Normal,5,34.2,224.9,470.07,10.2,Low,19,Friday,January,2024-01-19,0,44.980000000000004,-1.0795134018598571,0.46546234122966595,-0.4615231046240479
453,2024-01-19 20:00:00,Central,Normal,21,39.2,18.78,119.13,45.0,High,20,Friday,January,2024-01-19,0,0.8942857142857144,1.2274032363447605,-1.6169247221834882,0.08967205293346103
454,2024-01-19 21:00:00,Central,Normal,22,107.2,78.17,497.15,21.8,Low,21,Friday,January,2024-01-19,0,3.553181818181818,1.371585526232549,-1.0169200273644157,0.416183304793763
455,2024-01-19 22:00:00,Central,Normal,22,97.2,35.98,399.02,70.1,High,22,Friday,January,2024-01-19,0,1.6354545454545453,1.371585526232549,-1.4431567351336811,0.24568862168605676
456,2024-01-19 23:00:00,West,Fast,17,68.7,340.82,187.85,19.3,Medium,23,Friday,January,2024-01-19,0,20.048235294117646,0.650674076793606,1.636577751625808,1.045035546726487
457,2024-01-20 00:00:00,South,Normal,17,69.7,52.99,200.55,49.1,Low,0,Saturday,January,2024-01-20,1,3.117058823529412,0.650674076793606,-1.2713082781733775,-0.11811886519318743
458,2024-01-20 01:00:00,South,Supercharger,24,31.0,99.15,471.26,45.6,High,1,Saturday,January,2024-01-20,1,4.1312500000000005,1.659950106008126,-0.80496349432343,0.6739846658755035
459,2024-01-20 02:00:00,North,Normal,22,67.1,296.62,457.69,82.4,Low,2,Saturday,January,2024-01-20,1,13.482727272727272,1.371585526232549,1.1900344360675827,1.2989650901665624
460,2024-01-20 03:00:00,South,Supercharger,22,114.1,335.36,400.33,47.4,Low,3,Saturday,January,2024-01-20,1,15.243636363636364,1.371585526232549,1.5814165185274391,1.4555179231505049
461,2024-01-20 04:00:00,North,Fast,12,77.2,81.96,414.72,49.8,Medium,4,Saturday,January,2024-01-20,1,6.829999999999999,-0.07023737264533694,-0.9786304534737896,-0.43359460497671803
462,2024-01-20 05:00:00,East,Normal,11,68.1,263.54,428.98,84.3,Medium,5,Saturday,January,2024-01-20,1,23.95818181818182,-0.21441966253312553,0.8558341446950468,0.2136818603581434
463,2024-01-20 06:00:00,Central,Supercharger,23,41.9,121.09,79.39,28.2,Low,6,Saturday,January,2024-01-20,1,5.264782608695652,1.5157678161203376,-0.5833082829354783,0.6761373764980112
464,2024-01-20 07:00:00,East,Fast,2,57.6,40.03,248.03,23.3,Medium,7,Saturday,January,2024-01-20,1,20.015,-1.512060271523223,-1.4022404358574183,-1.468132337256901
465,2024-01-20 08:00:00,West,Normal,23,97.8,58.11,119.84,35.0,High,8,Saturday,January,2024-01-20,1,2.526521739130435,1.5157678161203376,-1.2195819936562258,0.4216278922097122
466,2024-01-20 09:00:00,South,Supercharger,15,78.1,125.99,470.64,21.7,Medium,9,Saturday,January,2024-01-20,1,8.399333333333333,0.36230949701802884,-0.5338046122061728,0.0038638533283481546
467,2024-01-20 10:00:00,Central,Normal,17,46.4,18.21,123.98,62.4,Medium,10,Saturday,January,2024-01-20,1,1.0711764705882354,0.650674076793606,-1.622683312451999,-0.258668878904636
468,2024-01-20 11:00:00,North,Fast,7,64.8,312.08,453.18,67.3,Low,11,Saturday,January,2024-01-20,1,44.582857142857144,-0.79114882208428,1.3462235686135138,0.06380013419483754
469,2024-01-20 12:00:00,West,Fast,6,93.2,293.64,287.59,60.7,Low,12,Saturday,January,2024-01-20,1,48.94,-0.9353311119720685,1.159928122032209,-0.09722741837035742
470,2024-01-20 13:00:00,West,Fast,22,21.8,288.18,94.79,84.1,Low,13,Saturday,January,2024-01-20,1,13.09909090909091,1.371585526232549,1.1047668889338402,1.2648580713130655
471,2024-01-20 14:00:00,West,Fast,12,20.5,47.89,445.77,82.6,Medium,14,Saturday,January,2024-01-20,1,3.9908333333333332,-0.07023737264533694,-1.3228325068916342,-0.571275426343856
472,2024-01-20 15:00:00,Central,Supercharger,6,102.6,314.33,323.52,71.8,Low,15,Saturday,January,2024-01-20,1,52.38833333333333,-0.9353311119720685,1.3689548459892154,-0.013616728787554933
473,2024-01-20 16:00:00,South,Fast,12,73.4,197.05,291.81,5.4,Low,16,Saturday,January,2024-01-20,1,16.420833333333334,-0.07023737264533694,0.184099641268205,0.03149743292007983
474,2024-01-20 17:00:00,South,Normal,7,35.4,27.77,188.0,54.7,Medium,17,Saturday,January,2024-01-20,1,3.967142857142857,-0.79114882208428,-1.5261006405801296,-1.0851295494826199
475,2024-01-20 18:00:00,East,Fast,8,96.3,210.68,241.88,54.6,High,18,Saturday,January,2024-01-20,1,26.335,-0.6469665321964914,0.32180066821523234,-0.2594596520318019
476,2024-01-20 19:00:00,Central,Fast,7,61.1,140.21,449.58,43.8,Low,19,Saturday,January,2024-01-20,1,20.03,-0.79114882208428,-0.39014293919173915,-0.6307464689272636
477,2024-01-20 20:00:00,South,Normal,23,16.6,179.89,257.74,73.3,Low,20,Saturday,January,2024-01-20,1,7.821304347826087,1.5157678161203376,0.010735765816187848,0.9137549959986776
478,2024-01-20 21:00:00,South,Fast,3,103.2,28.75,188.1,13.8,Low,21,Saturday,January,2024-01-20,1,9.583333333333334,-1.3678779816354343,-1.5161999064342686,-1.427206751554968
479,2024-01-20 22:00:00,North,Fast,8,68.9,296.54,183.0,19.9,Low,22,Saturday,January,2024-01-20,1,37.0675,-0.6469665321964914,1.1892262128720024,0.08751056583090616
480,2024-01-20 23:00:00,West,Fast,22,83.5,314.59,498.98,80.7,Low,23,Saturday,January,2024-01-20,1,14.299545454545454,1.371585526232549,1.3715815713748518,1.37158394428947
481,2024-01-21 00:00:00,North,Normal,8,32.0,287.4,327.36,27.7,Medium,0,Sunday,January,2024-01-21,1,35.925,-0.6469665321964914,1.09688671277693,0.050574765792877174
482,2024-01-21 01:00:00,West,Fast,5,49.5,57.13,302.89,20.6,Low,1,Sunday,January,2024-01-21,1,11.426,-1.0795134018598571,-1.2294827278020868,-1.139501132236749
483,2024-01-21 02:00:00,East,Fast,18,66.6,32.27,495.3,7.3,Medium,2,Sunday,January,2024-01-21,1,1.792777777777778,0.7948563666813946,-1.4806380858287265,-0.11534141432265388
484,2024-01-21 03:00:00,East,Fast,12,77.9,241.68,496.46,39.9,High,3,Sunday,January,2024-01-21,1,20.14,-0.07023737264533694,0.6349871565026755,0.21185243901386802
485,2024-01-21 04:00:00,East,Supercharger,20,110.6,287.23,82.21,64.9,Low,4,Sunday,January,2024-01-21,1,14.361500000000001,1.0832209464569718,1.0951692384863219,1.0880002632687118
486,2024-01-21 05:00:00,West,Normal,21,54.4,159.31,225.52,23.3,Low,5,Sunday,January,2024-01-21,1,7.586190476190477,1.2274032363447605,-0.1971796512468952,0.6575700813080982
487,2024-01-21 06:00:00,South,Normal,12,58.1,297.78,408.31,80.2,Low,6,Sunday,January,2024-01-21,1,24.814999999999998,-0.07023737264533694,1.2017536724034996,0.4385590453741977
488,2024-01-21 07:00:00,Central,Normal,18,83.7,203.6,286.22,68.2,High,7,Sunday,January,2024-01-21,1,11.31111111111111,0.7948563666813946,0.25027291540635815,0.57702298617138
489,2024-01-21 08:00:00,South,Supercharger,5,76.8,217.96,308.13,83.2,Low,8,Sunday,January,2024-01-21,1,43.592,-1.0795134018598571,0.3953489790130577,-0.48956844951069123
490,2024-01-21 09:00:00,Central,Supercharger,6,26.5,153.05,174.35,78.8,Medium,9,Sunday,January,2024-01-21,1,25.508333333333336,-0.9353311119720685,-0.2604231163010691,-0.6653679137036688
491,2024-01-21 10:00:00,South,Normal,21,99.2,153.32,344.51,43.9,Medium,10,Sunday,January,2024-01-21,1,7.30095238095238,1.2274032363447605,-0.2576953630159851,0.6333637966004623
492,2024-01-21 11:00:00,West,Supercharger,14,105.5,340.18,365.65,36.7,Medium,11,Sunday,January,2024-01-21,1,24.298571428571428,0.21812720713024025,1.630111966061164,0.7829211107026097
493,2024-01-21 12:00:00,East,Fast,16,30.6,32.8,298.65,20.3,Low,12,Sunday,January,2024-01-21,1,2.05,0.5064917869058174,-1.475283607158006,-0.286218370719712
494,2024-01-21 13:00:00,West,Supercharger,24,42.2,76.69,374.83,72.5,Low,13,Sunday,January,2024-01-21,1,3.1954166666666666,1.659950106008126,-1.031872156482655,0.5832212010118136
495,2024-01-21 14:00:00,North,Fast,9,99.4,200.07,260.95,11.8,Low,14,Sunday,January,2024-01-21,1,22.23,-0.5027842423087028,0.21461006690136863,-0.21582651862467417
496,2024-01-21 15:00:00,North,Supercharger,5,102.0,50.85,385.48,6.9,Low,15,Sunday,January,2024-01-21,1,10.17,-1.0795134018598571,-1.2929282486551559,-1.1648793405779767
497,2024-01-21 16:00:00,East,Fast,8,51.1,72.5,347.34,45.2,Medium,16,Sunday,January,2024-01-21,1,9.0625,-0.6469665321964914,-1.0742028463511835,-0.8178610578583683
498,2024-01-21 17:00:00,Central,Normal,13,86.9,273.38,426.09,63.9,High,17,Sunday,January,2024-01-21,1,21.029230769230768,0.07394491724245165,0.9552455977514478,0.42646518944605016
499,2024-01-21 18:00:00,North,Supercharger,11,49.6,161.18,339.78,14.8,Medium,18,Sunday,January,2024-01-21,1,14.652727272727274,-0.21441966253312553,-0.178287434050201,-0.19996677113995573
500,2024-01-21 19:00:00,Central,Normal,1,98.1,285.55,266.98,58.6,Medium,19,Sunday,January,2024-01-21,1,285.55,-1.6562425614110114,1.0781965513791314,-0.5624669162949543
501,2024-01-21 20:00:00,Central,Fast,19,75.3,274.07,168.54,18.8,Medium,20,Sunday,January,2024-01-21,1,14.424736842105263,0.9390386565691832,0.9622165228133296,0.9483098030668418
502,2024-01-21 21:00:00,Central,Fast,7,75.8,198.98,321.87,25.5,Medium,21,Sunday,January,2024-01-21,1,28.425714285714285,-0.79114882208428,0.2035980258615843,-0.3932500829059342
503,2024-01-21 22:00:00,North,Normal,14,56.3,181.55,66.37,40.8,Medium,22,Sunday,January,2024-01-21,1,12.967857142857143,0.21812720713024025,0.02750639712448344,0.1418788831279375
504,2024-01-21 23:00:00,Central,Fast,3,113.9,135.23,133.67,43.5,Medium,23,Sunday,January,2024-01-21,1,45.07666666666666,-1.3678779816354343,-0.4404548331166253,-0.9969087222279106
505,2024-01-22 00:00:00,East,Supercharger,22,64.1,267.47,227.77,41.2,Low,0,Monday,January,2024-01-22,0,12.157727272727273,1.371585526232549,0.8955381091779389,1.1811665594107048
506,2024-01-22 01:00:00,North,Normal,10,25.5,71.22,403.96,24.5,Medium,1,Monday,January,2024-01-22,0,7.122,-0.35860195242091414,-1.0871344174804716,-0.6500149384447371
507,2024-01-22 02:00:00,West,Normal,11,22.8,264.65,441.53,76.9,High,2,Monday,January,2024-01-22,0,24.05909090909091,-0.21441966253312553,0.8670482415337257,0.218167499093615
508,2024-01-22 03:00:00,West,Supercharger,4,40.0,107.95,456.21,37.8,Low,3,Monday,January,2024-01-22,0,26.9875,-1.2236956917476458,-0.7160589428095752,-1.0206409921724175
509,2024-01-22 04:00:00,South,Normal,14,45.9,27.56,272.41,9.8,Low,4,Monday,January,2024-01-22,0,1.9685714285714284,0.21812720713024025,-1.5282222264685283,-0.4804125663092673
510,2024-01-22 05:00:00,North,Normal,19,81.0,143.12,438.8,17.4,Medium,5,Monday,January,2024-01-22,0,7.532631578947369,0.9390386565691832,-0.36074382045249853,0.41912566576051047
511,2024-01-22 06:00:00,North,Fast,20,98.2,152.53,210.85,71.2,Low,6,Monday,January,2024-01-22,0,7.6265,1.0832209464569718,-0.26567656707234244,0.5436619410452461
512,2024-01-22 07:00:00,West,Fast,14,99.6,226.01,154.05,60.4,Low,7,Monday,January,2024-01-22,0,16.143571428571427,0.21812720713024025,0.4766764380683452,0.3215468995054822
513,2024-01-22 08:00:00,Central,Supercharger,17,93.8,79.74,380.69,31.9,Medium,8,Monday,January,2024-01-22,0,4.6905882352941175,0.650674076793606,-1.0010586471511485,-0.010019012784295789
514,2024-01-22 09:00:00,West,Normal,24,18.2,185.02,74.82,81.8,Low,9,Monday,January,2024-01-22,0,7.709166666666667,1.659950106008126,0.06256307823278755,1.0209952948979906
515,2024-01-22 10:00:00,North,Normal,12,16.8,157.1,497.89,34.1,High,10,Monday,January,2024-01-22,0,13.091666666666667,-0.07023737264533694,-0.21950681702480654,-0.1299451503971248
516,2024-01-22 11:00:00,East,Supercharger,22,44.2,163.09,215.17,50.0,Low,11,Monday,January,2024-01-22,0,7.413181818181818,1.371585526232549,-0.15899110525571664,0.7593548736372426
517,2024-01-22 12:00:00,South,Fast,15,77.5,134.59,451.95,9.9,High,12,Monday,January,2024-01-22,0,8.972666666666667,0.36230949701802884,-0.4469206186812692,0.038617450738309606
518,2024-01-22 13:00:00,West,Supercharger,13,29.7,292.45,118.11,27.3,Medium,13,Monday,January,2024-01-22,0,22.496153846153845,0.07394491724245165,1.1479058019979491,0.5035292711446506
519,2024-01-22 14:00:00,East,Normal,23,34.1,99.27,414.13,62.7,Medium,14,Monday,January,2024-01-22,0,4.316086956521739,1.5157678161203376,-0.8037511595300593,0.5879602258601788
520,2024-01-22 15:00:00,West,Normal,17,73.3,53.29,322.25,79.1,Low,15,Monday,January,2024-01-22,0,3.1347058823529412,0.650674076793606,-1.2682774411899507,-0.11690653039981674
521,2024-01-22 16:00:00,South,Supercharger,14,76.1,180.39,405.35,66.0,Low,16,Monday,January,2024-01-22,0,12.885,0.21812720713024025,0.01578716078856596,0.13719118859357052
522,2024-01-22 17:00:00,East,Normal,1,45.5,42.31,263.95,13.5,Low,17,Monday,January,2024-01-22,0,42.31,-1.6562425614110114,-1.379206074783374,-1.5454279667599566
523,2024-01-22 18:00:00,Central,Normal,15,54.8,330.11,244.33,24.3,Low,18,Monday,January,2024-01-22,0,22.007333333333335,0.36230949701802884,1.528376871317469,0.828736446737805
524,2024-01-22 19:00:00,Central,Normal,11,93.1,111.59,242.8,12.6,Low,19,Monday,January,2024-01-22,0,10.144545454545455,-0.21441966253312553,-0.6792847874106624,-0.4003657124841403
525,2024-01-22 20:00:00,East,Normal,4,98.9,10.83,129.58,83.6,Low,20,Monday,January,2024-01-22,0,2.7075,-1.2236956917476458,-1.6972419022443002,-1.4131141759463075
526,2024-01-22 21:00:00,South,Normal,18,53.9,240.02,295.31,56.4,Low,21,Monday,January,2024-01-22,0,13.334444444444445,0.7948563666813946,0.6182165251943802,0.7242004300865889
527,2024-01-22 22:00:00,South,Normal,2,85.2,38.33,474.24,36.5,High,22,Monday,January,2024-01-22,0,19.165,-1.512060271523223,-1.4194151787635036,-1.4750022344193352
528,2024-01-22 23:00:00,Central,Normal,22,71.0,210.61,247.76,53.5,High,23,Monday,January,2024-01-22,0,9.57318181818182,1.371585526232549,0.3210934729190995,0.9513887049071691
529,2024-01-23 00:00:00,South,Fast,22,90.8,301.17,252.7,20.5,Medium,0,Tuesday,January,2024-01-23,0,13.689545454545454,1.371585526232549,1.2360021303162236,1.3173521678660187
530,2024-01-23 01:00:00,East,Fast,10,75.3,285.12,59.3,35.4,Low,1,Tuesday,January,2024-01-23,0,28.512,-0.35860195242091414,1.0738523517028862,0.21437976922860602
531,2024-01-23 02:00:00,South,Fast,21,98.1,44.12,195.75,12.6,Medium,2,Tuesday,January,2024-01-23,0,2.1009523809523807,1.2274032363447605,-1.3609200249833653,0.19207393181351018
532,2024-01-23 03:00:00,South,Normal,15,27.8,26.41,54.72,19.3,High,3,Tuesday,January,2024-01-23,0,1.7606666666666666,0.36230949701802884,-1.5398404349049981,-0.39855047575118197
533,2024-01-23 04:00:00,East,Fast,9,48.2,115.34,272.21,25.4,Medium,4,Tuesday,January,2024-01-23,0,12.815555555555555,-0.5027842423087028,-0.6413993251178266,-0.5582302754323523
534,2024-01-23 05:00:00,North,Fast,14,108.0,143.77,374.35,35.5,Low,5,Tuesday,January,2024-01-23,0,10.269285714285715,0.21812720713024025,-0.35417700698840693,-0.010794478517218653
535,2024-01-23 06:00:00,North,Normal,17,18.6,249.67,421.36,44.4,Medium,6,Tuesday,January,2024-01-23,0,14.686470588235293,0.650674076793606,0.7157084481612775,0.6766878253406746
536,2024-01-23 07:00:00,West,Fast,13,65.5,275.26,410.34,48.1,Medium,7,Tuesday,January,2024-01-23,0,21.173846153846153,0.07394491724245165,0.9742388428475895,0.4340624874845068
537,2024-01-23 08:00:00,East,Supercharger,2,68.4,55.79,298.79,14.0,Low,8,Tuesday,January,2024-01-23,0,27.895,-1.512060271523223,-1.2430204663280602,-1.404444349445158
538,2024-01-23 09:00:00,South,Supercharger,15,85.0,136.02,448.2,43.7,Low,9,Tuesday,January,2024-01-23,0,9.068000000000001,0.36230949701802884,-0.4324736290602677,0.04439624658671021
539,2024-01-23 10:00:00,North,Fast,13,94.2,212.66,359.43,67.3,High,10,Tuesday,January,2024-01-23,0,16.358461538461537,0.07394491724245165,0.3418041923058496,0.18108862726781083
540,2024-01-23 11:00:00,Central,Normal,22,118.9,254.18,408.81,61.5,Low,11,Tuesday,January,2024-01-23,0,11.553636363636365,1.371585526232549,0.7612720308121284,1.1274601280643806
541,2024-01-23 12:00:00,West,Normal,21,49.8,242.32,119.4,24.0,Medium,12,Tuesday,January,2024-01-23,0,11.539047619047619,1.2274032363447605,0.6414529420673193,0.993023118633784
